Cortical neuron	Astrocyte	Neuroepithelial cell	BMP responsible cell	Unfolded protein responsible cell	Interneuron	Glia progenitor cell	Oligodendrocyte/OPC	Intermediate	Neuron	Cilia-bearing cell	Proteoglycan-expressing cell	Mesoderm
FABP5	1.07905564149881	1.95140718664264	1.72768867608664	1.13753274773103	0.864249799954923	1.07992244163538	1.54244127549308	1.61639783887842	1.21079084431285	1.03001311268378	1.29964588217755	1.10661534451329	0.995166770446226
TM4SF1	0.0061224377790835	0.0426922367470069	0.0363046460169123	0.0564181585187479	0.0158842762650839	0.00199535065209897	0.0201258027182492	0.00798424555091373	0.0261712401600646	0.0103818263894578	0.0287874843227948	0.038599209439552	0.0148854447304286
RHOC	0.293072056834571	1.15180927542707	0.894107438114247	0.997399505624049	0.516425355700016	0.285715975276524	1.01513637054569	0.715563982884979	0.666443392746333	0.48106438428077	0.868594952502737	1.1160546346929	0.706488099696751
BHLHE22	0.232910950031648	0.0987158203867403	0.0989990426898147	0.0644539888807764	0.187575736002411	0.139454297817786	0.0987344074467906	0.124825287391431	0.121780646114477	0.265989222502939	0.0267964556148416	0.0266104178839809	0.0562336869158834
IL32	0.0171559210878845	0.0872760822048819	0.0616549368161801	0.127436227772305	0.049236776927179	0.0113453389728851	0.0725801971844418	0.0258823492621403	0.0480240476497867	0.0146609874893375	0.0834900897743371	0.300274804836251	0.381164640958586
FAM107A	0.0511935603658375	0.512612675440366	0.28791217802385	0.484586141847944	0.070618342997853	0.070164695867143	0.263298757808821	0.0994402915624098	0.190196905475771	0.0307179205786236	0.3800087922174	0.286026719810461	0.0358211896420395
RPE65	0.00959052140541309	0.177701666131824	0.0651808240484704	0.280587991101003	0.0228170480427958	0.0157315731828552	0.0619217985892935	0.0424036928263422	0.0542586044422795	0.0108206397336555	0.390388270336127	0.0840244381835287	0.0180116243171397
TRMT112	1.29228786658515	1.38565648140175	1.2044232279989	1.59951581258589	2.1483015824513	1.34693987337032	1.69699243537822	1.39841281318399	1.33773504296106	1.13057980937164	1.6132573958081	1.66004333793672	1.75513869058428
KRT19	0.024382070554985	0.0146667651324071	0.00896037423845317	0.0290143603915815	0.0999422328579514	0.0134892833457726	0.0310546861477752	0.00222167412166937	0.040165283183917	-0.00268463186349721	0.0232839832014998	0.0354405582021591	0.0424910678722736
GJA1	0.0328543753223491	0.348220974769683	0.202928972527008	0.421627601637554	0.0710575886004842	0.064971210287237	0.219532819540507	0.279390783019699	0.154152740741496	0.0617224224253645	0.505376077865729	0.435672650770313	0.0545841771063001
MROH8	0.123526275847578	0.101673161071001	0.149979515523845	0.0726246284019812	0.102676569053674	0.137430489521855	0.149574652322961	0.076659127212768	0.109441675062021	0.0751982824456189	0.0541822800196282	0.122025309010425	0.168445738201798
TYRP1	0.00390387893949656	0.00519448980163018	0.00493827157777301	0.0843449992329761	0.0058938367026208	0.00560311016135542	0.00718658697911392	0.00243451959349364	0.00409811973164602	0.009345518405767	0.0870229207777859	0.0428283290141146	0.00465938657747965
HMGN3	1.0935579914086	1.61649642725811	1.70579355481458	1.56763000325221	1.2997810616982	1.24866209697904	1.39384930196826	1.52322275984042	1.3363732962704	1.36295248790393	1.84311182911825	1.58651641668437	1.23458042847914
TIMP1	0.215007828475353	1.2727774740708	0.901561913458373	1.42190237291859	0.820190060780872	0.243969886452058	1.09217157373208	0.868425081681944	0.75512552219072	0.356644495518051	1.06815451931456	1.61850634917944	1.02380713762088
RTN4	2.8554841199831	2.15086201601207	2.18080446074242	1.73151601680009	2.20291456817594	2.79966786219268	2.1557834247463	2.44254142515328	2.43896114552911	2.53199006264982	1.74965866346673	1.96246693987317	2.25539350106485
TNFRSF12A	0.0734745943749215	0.365562400266514	0.268223802191892	0.26089549205161	0.182974715565159	0.0669180554160408	0.356018090585946	0.208098649148513	0.212828658831564	0.0944502991203414	0.276458739166276	0.439824764482396	0.546300993293036
KRT5	0.00150508852795247	0.0030373163329361	0.00399575832575206	0.0104227132211304	0.00591407306926502	0.00356171888083598	0.00193516387234965	0.034506189320048	0.00958168393810779	0.00962801479306004	0.0167242844766724	0.00881387885052851	0.0150723094022459
DHRS2	0.0176195702161407	0.00787484705795385	0.0378374337794824	0.0147626449685252	0.0754563507332888	0.0164627085608122	0.0332221527340369	0.0128110074957557	0.0167119749750233	0.028530168094491	0.0130372368244691	0.031482948993581	0.0240744790734246
ADM	0.0992167069797027	0.145936967847251	0.128188699997745	0.138195699728759	0.369924398145918	0.0832899662133151	0.612509443999674	0.326768562558607	0.164474199216707	0.0953514049166154	0.121372677420353	0.169403249903171	0.193045534426534
ENC1	1.05571231120363	0.395874513155798	0.42583949725821	0.194571134527132	0.493931916332588	0.957462539859787	0.338893164579072	1.05868419280275	0.695018842042798	1.05268778183442	0.104859682066513	0.535801731534907	0.625427317672573
CDC25B	0.114685206088107	0.25125520622063	0.865576891275166	0.137079274078118	0.168685360297871	0.129889133766654	0.251193683003271	0.619046892189549	0.287435443028101	0.187074499495787	0.0666054077386556	0.411902234457565	0.562970973197837
DEPDC1	0.0100778396849354	0.0218857215376388	0.362803826786986	0.0193211835467995	0.0128887837730844	0.00439131848582076	0.0186652997161393	0.0237415663819463	0.0290421151599618	0.0108212005383198	0.0461225070201048	0.0184869096935471	0.0205345926006682
ATF5	0.88974656120538	0.336051316562797	0.779341531199506	0.314603856795259	1.09733831398556	0.718893137597164	0.894347833465086	0.527117114573222	0.708639189203689	0.69113109355946	0.247573375901685	0.697874007531249	0.932643421351582
MXD3	0.0437133179846394	0.0426040043822836	0.760614739147885	0.0246546188069641	0.0436302471087542	0.0444564121687558	0.038067861911929	0.0579542492988481	0.0718998520981275	0.0470414931102203	0.0403650127066084	0.0533838343742653	0.0195394424925875
NFIB	0.806168874861833	0.994788469300929	1.30689269789561	0.512981723469663	0.431792977271954	0.965641362800705	0.820338409159101	1.50114622544063	0.891967290047807	1.8736822173547	0.339178130050351	0.878188891343524	0.664398936857977
FEZF2	0.251576266851486	0.14561079013172	0.140004081978848	0.170015201663882	0.143226394907746	0.0462997317897828	0.101483513911881	0.0671354024599675	0.13888994259993	0.114872489684819	0.0942814827943508	0.0651517296656486	0.0408213677435226
TNC	0.0460025040158729	0.364340372538443	0.334779362534185	0.0707708202284355	0.0449340450173612	0.0771821447162954	0.255857384608589	0.268974538448562	0.168412994100387	0.0881804574827146	0.0441167962936272	0.496175290610283	0.144443826543258
DUT	1.0886159973581	0.965357172120617	1.18219292629335	0.88819885672749	0.852218165738254	0.89112111872631	0.853805335863627	0.901389225582719	0.933383802325831	0.796973040485609	0.704544701336156	1.06748626928257	0.929915937273805
CELF4	1.16143563409917	0.165710473445376	0.163885740537215	0.152619224898254	0.589974318067307	1.19821277656493	0.236618099576614	0.259941599994663	0.639367580387932	0.672367080759294	0.148830265787675	0.196915023730132	0.432894339786681
HSPA5	1.05095467188406	1.50059048219764	1.13252876407138	1.15476298922729	1.82012574676422	1.05208484311557	1.75124130766102	1.38947998398291	1.17862272338725	1.11629164550271	0.948106592153601	1.46694902041554	1.37362000330764
HES4	0.793130976131539	1.04942076873714	0.94895735300865	0.572669185907678	0.897975956254196	0.72703884391863	1.12824816943292	0.564106450034556	0.765543962031112	0.590799725965237	0.301360496412342	0.832576924406669	0.92873716075672
LGALS2	0.00413570306843949	0.0016003095835737	0.00270471301989558	0.00190292891042872	0.0148529495121584	0.00902615994938139	0.00245385435693738	0.0032409295038075	0.00353196837942056	0.00055631086745829	0.00876569712499232	0.00573669390375529	0.0019662660057792
NUCKS1	1.75589036270167	1.47578115470424	2.08500508978919	1.20108294658569	1.5577793040849	1.82956148354768	1.52716384557885	1.59326064751173	1.58759765486743	1.5883499890533	1.05810817004207	1.35778457524032	1.46426633697735
RIPPLY3	0.0102221237405315	0.0343786178702284	0.0311684378677284	0.0419058986516272	0.0134431999787346	0.0101884001533643	0.0114259636214752	0.027091354143722	0.0247043153856146	0.00379259696731253	0.0201284155417771	0.0294152657331833	0.0102372387348378
NMB	0.132720842060458	0.399853690831249	0.287230076157717	0.50045577183515	0.166953725518629	0.155808274735461	0.309568336007545	0.298660240108732	0.205827113566257	0.235886733578767	0.491945751777519	0.285705081051558	0.248565227822471
CCNA1	0.133741511442303	0.0686954931335471	0.405375275374095	0.0857478114500297	0.135597341750617	0.0757306931143783	0.0509698559037044	0.0644787842118191	0.106152157237387	0.0409983241958738	0.20633376092596	0.0471371900518544	0.0853914281647033
HJURP	0.0120116294345402	0.01592556418338	0.548565454203182	0.00902846943535032	0.010629770591091	0.0125530155461796	0.0144001701717307	0.0233216875341103	0.0322519027090732	0.0199797817419103	0.0129808885279423	0.00898454384795096	0.00507634143894632
KIF23	0.0156124116415449	0.0310031796829559	0.459870133765451	0.0455244479787933	0.025333943051741	0.0121222831494591	0.0216397259698748	0.0232267821524083	0.0417051507664429	0.0120223608133858	0.124787694703957	0.0452347934277945	-0.0024377252661433
MT1H	0.00546966399400873	0.00378421278369332	0.00485016294308484	0.01158624832534	0.0552987736877997	0.00673413221647862	0.017440220583573	0.0116924608336766	0.00776455082382148	0.00394638834137865	0.0299695096964547	0.00730229880861457	0.0343515071022803
A2M	0.0238752353149465	0.181485591573259	0.0842571399600186	0.100235203545412	0.0372136724300364	0.0246135869141021	0.100766163684626	0.0908817535125388	0.0565707973167139	0.0821364164239026	0.0701730448987235	0.338659247027069	0.302787119126196
ANXA3	0.0141736488948892	0.0180732619931026	0.0158584576507242	0.0497941878954134	0.014498353679357	0.00463119398875899	0.016963142320298	0.00468774429389491	0.0189616102481669	0.00173102092738802	0.0448405365858891	0.0355977044946546	0.0221422082218329
DKK2	-0.000941712819104721	0.0162733194533132	0.0176641611898416	0.0633128247720961	0.000508370164684446	0.0068828011116886	0.0162252416078721	0.00685243706379632	0.0258739851683315	0.0120281846057982	0.0950556824376752	0.28798354834267	0.0868529779125055
CD36	0.0142312063477067	0.0454224236330652	0.0266485074492322	0.0232029752065961	0.0116237938472829	0.00720818540797673	0.0296992043429489	0.0355714715718842	0.0285731656571703	0.00905377020343716	0.0393279919947128	0.0639507552976561	0.192459675069022
GADD45G	0.698466558603941	0.272806705475532	0.45028539449372	0.212543926884585	0.73540627447693	0.89345999042861	0.52935151663694	1.44743457857896	0.54129713817902	1.11563333356828	0.114690647989014	0.544938242017685	0.778307066670061
IER3	0.362652545985444	0.336170842082011	0.334074311288515	0.972253207514948	0.469858857575091	0.268002907597859	0.462359844095403	0.223450310054989	0.439590980493381	0.231644188283044	1.16051119261998	0.962352346942827	0.51842142996598
SLC1A3	0.0980415963304865	0.730027151634795	0.53972569507124	0.220132917634347	0.117844137463521	0.0749165342719174	0.448888905716172	0.344356494501771	0.302120411548175	0.197154200441765	0.216740270408437	0.422105075522076	0.181887926937859
EFCAB1	0.0187726824828414	0.106288854403213	0.1002969120582	0.298189726753052	0.0337770518475367	0.0231939595747109	0.0535473327378169	0.0426529635824021	0.0521881421777106	0.0194526159270626	1.00253621107008	0.0781332684344046	0.0464832524243991
SULF1	0.0235361855838997	0.126521227704747	0.079515978360902	0.49454193311308	0.0376852826952281	0.0416057092437257	0.0783345555864013	0.0982883667212821	0.115532494023573	0.0238804762769341	0.775151683514151	0.400478377866965	0.168743978697211
PTH2	0.138432098248127	0.00922793712245866	0.0171767931728899	0.00902557938418788	0.0896156240069678	0.048599733649735	0.0144841529085583	0.0187091214328316	0.0680218415225329	0.0507000827470904	0.00834787996938801	0.00475607639487627	0.0510643063457464
RARRES1	0.00712921343219447	0.0327372044202025	0.0523763133666804	0.0197433986111924	0.0231663576494019	0.00844983503787873	0.0289231105310816	0.013539879805825	0.0232652095585548	0.0154135147850042	0.011997287420978	0.121899089015092	0.0101705823184404
PLA2G16	0.096567789675982	0.967276830865961	0.509974509920458	0.826542501662769	0.326885317633928	0.106348907295855	0.765959181837845	0.440256236137063	0.390541806208925	0.240966668126017	0.878213482785107	0.626438566806438	0.348972760704272
PCDH17	0.431262061032733	0.147293989592351	0.156045090658516	0.119786657250945	0.18546462132835	0.283096937438643	0.181352379827378	0.180300493564917	0.293668066016485	0.214087000081842	0.148322920675591	0.242788920064772	0.177158999093854
TNMD	0.014632130135382	0.00974343432908755	0.007950616285053	0.00806868015295202	0.00493738096170902	0.00542269324259217	0.00405551622447219	0.00931674480587292	0.0144209894135614	3.23380651565518e-05	0.00137704103071353	0.0477615641786593	0.0311802025246341
ALDOA	1.65576109552395	2.11173454394332	1.73515401304127	2.32279411395665	2.62384684021025	1.69579940158244	2.85264824958573	1.78944705041785	1.90461108540501	1.51913026308059	2.34750354375031	2.30145737085476	2.22733578541399
CLDN4	0.00706414066116063	0.0276345343873514	0.0165177799798032	0.155159440638044	0.0898594860108691	0.00893253860805685	0.044618042495734	0.0223754435075418	0.0316921960663993	0.00723660304406739	0.274500511673041	0.0593043405651501	0.0480353962482169
ENO1	1.35462646399368	2.11362412158531	2.10742850432478	1.55253579008158	2.01834601020227	1.33213332279449	2.63453737948545	1.75852061455346	1.70434250176721	1.45873256300477	1.30632061154866	1.95387600793457	1.67941655875782
KIFC1	0.0177769686168005	0.032610388009601	0.63936549512103	0.0130420746794067	0.0191673393072042	0.0186689919046868	0.0223615574097746	0.030317881657276	0.0476026904177527	0.0140261155725617	0.0238654434325419	0.0262301883882351	0.0270907278388045
HSBP1	1.94610390363787	1.98472863466171	1.8425207080643	2.11949755628482	1.78021807597313	1.93191569433077	1.87723750440822	1.86450110725315	1.96810013499935	1.77170354995027	2.53285019911867	1.98716712634616	1.99297661207719
NEUROG2	0.216336075298005	0.0413389610057069	0.0801525860279556	0.0246048468937825	0.100569115262688	0.0898407400411231	0.0301506043078808	0.242959520808185	0.113771811717618	0.382445995271921	0.0168913197551201	0.0392720558129644	0.0345287829206886
ELF3	0.014115424537477	0.0169655083512387	0.00591811687618467	0.0194410098488804	0.0578868529197856	0.0126462718463689	0.0226596454232283	0.0126684232113692	0.0202655465000078	0.0139721249905155	0.0534146915903506	0.0527028596019019	0.037167320001857
VGF	0.814217718513275	0.0752573211743088	0.0692161052231085	0.083977843394692	0.554277062935173	0.579561572247781	0.124492223633588	0.111802781677425	0.424431691601815	0.243338746944725	0.0352489504793714	0.106230770263189	0.467387862335743
CTHRC1	0.029379469270506	0.0629826930100102	0.0974686255518112	0.0625050966821723	0.0302291414741454	0.0286784204426735	0.0476646913274896	0.0378521431163364	0.0536490416035698	0.0440485337547972	0.0783609681675332	0.128530407381878	0.0524243965115062
FAM216B	0.00419423015073602	0.0224646888187454	0.0109213048245377	0.149511955699152	0.0108568557711344	0.00285441658928216	0.00717886998681529	0.0100983148858399	0.0177474304185732	0.00171139996337601	0.868917053783682	0.0199660844291311	-0.0018379032056705
PSAP	1.81010355864883	2.2702188238125	1.96948100421413	2.04383345842928	1.85385295553225	1.94463975509582	2.35635686579763	2.34087140506901	2.02349404133989	2.10065791770964	1.92049436772311	2.2257395568379	1.88394100776974
ISG15	0.327714080563016	0.681669900537389	0.530228829007813	0.405388370149722	0.513333967490701	0.337719668726126	0.606695834554978	0.508310258275694	0.435593785418107	0.36674902047002	0.290157255900989	0.592438811618816	0.385265951506841
CDKN1C	0.179759114792962	0.230308965231106	0.177279047140614	0.55741455540262	0.32546679966982	0.264199375219609	0.348768391366393	0.514775257895152	0.344222371528676	0.282126641676818	0.475817952420936	0.677339231576049	0.714451991491359
HSD17B2	0.0108005867469984	0.0738435176557975	0.0834965705333221	0.458713352278449	0.0386641620819883	0.00919983459424486	0.0570976985708255	0.0356743088338961	0.0655773254869342	0.0122220696137232	0.318068243220163	0.152716667073749	0.0525191339411306
MAB21L2	0.152699780606124	0.0905189372608961	0.0764999355882875	0.0619925709430707	0.0738567172661775	0.141662819431856	0.0574483086632962	0.157129058215253	0.11219595999179	0.19067407581027	0.0229791608486545	0.177847767112702	0.0619055003427981
PMP22	0.0595151142737297	0.493594718253611	0.460542751450032	0.227075832818556	0.156096340037398	0.0729548730561813	0.329291302519236	0.354605051531828	0.259486164818848	0.0953421518058743	0.0994525412368974	0.627681075971588	0.35893150616768
MIAT	1.19060615289882	0.525883959998341	0.475417023826464	0.24014924270871	0.652643565770938	1.37141324538741	0.602439334655382	1.3612232944855	0.86805066502708	1.60830350909836	0.124943439724609	0.486828645180145	0.638816688238265
CBLN1	0.201826686350844	0.0332224729023623	0.033207253098174	0.0821716623757713	0.0844416685854337	0.114754571186215	0.0240918441891125	0.0534285031547095	0.137527038849709	0.127062125647807	0.0338024169536593	0.0335266941796881	0.0671085484005491
ATP1A2	0.0654895881069651	0.72076313265135	0.430512743605897	0.310629090252901	0.104489316797216	0.0784409427587939	0.566884944552868	0.304034154148086	0.307076677579561	0.0788163152159056	0.147456745151638	0.391775569428622	0.257290149312377
ALDH1A1	0.00348915997689391	0.0294473460838039	0.0137156885093595	0.0666305973668575	0.0191550533205468	0.00671121680030519	0.0200401950360471	0.0375356923875446	0.0321251498024238	0.00630470426852483	0.00724886366751367	0.168292519732422	0.0836169581224084
FEV	0.001731130349005	0.00035691512439242	-0.00456283883408615	0.00130594247226669	0.00788791104920668	0.000367691772258172	0.000940897582011421	4.26676395167236e-05	0.0132636991664696	0.00247491870817314	-1.83013908054843e-06	0.00517454558533004	0.000713392862874368
QPCT	0.130399092571137	0.200839564489417	0.142942594874869	0.124713619055335	0.0919989709375143	0.10246744117719	0.122705465829476	0.148964331377965	0.162175752338824	0.140837255560897	0.0481097766526952	0.230146469038401	0.118762756763058
TNFAIP6	0.00301590730877672	0.0126091396047248	0.0180346507668092	0.00603714610590644	0.0106184521380736	0.0013858576635636	0.0251107341379528	0.00272757650017905	0.0233183319883933	0.00371223927882615	0.00778533663221391	0.39562802213604	0.0203033032759417
SDCBP	0.908184645234773	1.56716797959631	1.35367424513551	1.0480609759819	1.32689434116061	1.04354151491737	1.6091611780063	1.51521727388383	1.10455563871413	1.32206641832808	0.765758231683225	1.41542599079424	1.31364964898496
HIST1H1B	0.00293280704003368	0.00426229521851991	0.132960332466858	0.00231723690483945	0.00539364187180609	0.000586305522450205	0.00894548963247444	0.0123642948500362	0.0178563453373989	0.00133992266015238	0.000699702877026693	0.0223389681993034	0.0179591921735246
SLC3A2	1.63642468716546	1.51722319203217	1.73255804479383	1.37235336506596	1.91004453209793	1.53795297289538	1.96021630060087	1.50819501897081	1.51301558305928	1.41625257859538	1.19828639327864	1.61278564944561	1.82073178257763
SOX11	1.40250312573919	0.842260144102985	1.07061309085738	0.59706561289073	0.862962034035783	1.70681592141062	0.808032947064214	1.68494994917082	1.22721652947976	1.91737191397299	0.413655191497005	0.83213623467629	1.14137716150853
VAMP2	2.62207293506389	1.48651224191895	1.25996769016984	1.38198042545688	2.37287380782485	2.60553636832649	1.75957423570035	1.67950478139266	2.07089156980619	1.95115443790952	0.994728800613937	1.48332360548845	2.11069894383075
HNRNPH1	0.781477697931669	0.736779203041763	0.830206430368982	0.595064795387586	0.757469511858604	0.848971217230095	0.726670771004371	0.851265521432036	0.728073980999355	0.837601996801137	0.436817157183033	0.786154341041593	0.62782128068686
KIF9	0.150060407883929	0.40579493253951	0.24180009398542	0.460812337239739	0.187809395137155	0.112168570385395	0.215628319265399	0.289724478147187	0.209793442788508	0.145216558048766	1.11103660087036	0.268138662694754	0.180580978462152
SLC18A2	0.00439366112974331	0.00367823698471214	0.00172937883019146	0.00217441599767647	0.00431415899064284	0.010438270329872	0.00327136009896593	0.00831428587856022	0.0096907869052084	-0.000274826755531897	0.00864570355597388	0.00603783634480243	0.0368460656014772
ACE2	0.000193824807773836	0.00217693813118305	0.00265145410406365	0.00592359217301282	0.000745651166560582	0.000382234831297183	0.00175016975241195	0.00244287379005223	0.00197530344624007	-0.000414965905117754	0.00408068931723213	0.00606413292136307	0.0159442620398248
CDCA2	0.00733508798777608	0.0138981142360914	0.435517022045742	0.0121928091073985	0.0222546215607135	0.0059898366679683	0.010001145685622	0.0273374127158122	0.0261826781311456	0.0211810143496736	0.0227934129483937	0.0135551924625567	0.00967206865522687
ARPP21	0.374812879567172	0.0685187586498908	0.056928667086863	0.0247869615856449	0.219722510748824	0.219090496900102	0.0878356413919636	0.17145738355878	0.171678375770329	0.163027627857566	0.0159869661257284	0.111115434535753	0.273931468144913
MT1X	0.192483635713448	0.237884211714214	0.173489453652574	0.177205688836127	0.386953473636303	0.200446397001352	0.254090646670822	0.275943565486865	0.160929141368801	0.213679649116171	0.130040061306304	0.136146006689434	0.145136646638044
CCL20	0.000522959119270433	0.00284888123467594	0.00113113546229085	0.00327134951720956	0.0064389866545267	6.36610592010033e-05	0.000582151466498927	0.000294209487278546	0.00209524162483249	2.19494104342217e-05	0.00418041422178587	0.0072059127864207	0.0115923375210464
KIF20A	0.00524250651553001	0.00662515701195729	0.456400225670252	0.0054007450648642	0.00674854577038596	0.00663292757714093	0.00774289229036026	0.0132904148002529	0.0155524300879176	0.00653751237636407	0.0206191483293358	0.00655801899668814	0.00258677284839431
UBB	2.12539181176441	2.73189065590186	2.6812101268706	2.60381719949876	2.45882441274252	2.29986180354708	2.58110038719961	2.69008233094801	2.3913769286061	2.28250830545727	2.51826223258897	2.69592952290893	2.49911492933062
MYL6	1.99827527733442	2.38862793722837	2.07890487451617	2.38392806030214	2.18130460427382	2.00126246047661	2.12955084392462	2.12586078181955	2.16541854129638	2.28889834985938	2.3378182247717	2.38065942923765	2.29982452299738
HMGB1	2.34761522583478	2.11317666877267	2.96965529056388	1.87358048405541	1.92004104425518	2.43381595327057	1.95282746825385	2.28963032448054	2.26469088939845	2.20185611621305	1.59582157257982	2.11240906185444	2.05150459661424
POMC	0.000308878906156839	0.00827831782496994	0.0069439739084323	0.00961670052294935	0.000585053218189714	0.0025897680836774	0.00311571380468329	0.00852839279713127	0.00779780910378241	-0.000384437944564884	0.00379974886237304	0.00361872843025113	0.00887381106828898
RNF26	0.311640053856663	0.306841017174328	0.54277965846147	0.263166661973402	0.349631893477431	0.306398329292061	0.313716484557128	0.294956973560918	0.274967700461347	0.234258743127589	0.230652157008389	0.270015492337162	0.265385401111749
FNDC5	0.0486074697783327	0.0379515090414152	0.0461160670379222	0.029315910306353	0.0243438445689062	0.072348300623312	0.0321870841703541	0.142133060787392	0.114346554953088	0.0933599421946882	0.0576171737949369	0.267998018396908	0.324396665313127
FOSB	0.299557993162161	0.406004856134261	0.278824966034668	0.360361821867109	0.285809098924974	0.220041458037606	0.38300928895406	0.397380180522111	0.393205315531831	0.223532249937973	0.404463821790641	0.600356577223319	0.515198202897262
ANGPT2	0.0893502884910578	0.0649882314422142	0.0686379966578612	0.0464312268990037	0.0929075032727086	0.110380301096441	0.0582992832919676	0.0652011177768118	0.0601066446262816	0.0905293867723097	0.0494446729923391	0.0916773907815635	0.0513126472141348
TFAP2D	0.0572555593950466	0.00269485072441372	0.00830744448686611	0.00452580798858769	0.0118734678004688	0.042316744264765	0.00388533300237474	0.0336032232136385	0.0262318869625541	0.134789387258596	0.00125819193899953	0.00533012666039833	0.0193431062036672
BCYRN1	0.224023271438035	0.187667014082311	0.15807645149291	0.111667949354716	0.301596187307802	0.17646657561285	0.433074693963044	0.145230072785304	0.184686449956767	0.109924242499151	0.125655012627531	0.11070186527171	0.153729615726897
BEX1	2.16834806377029	0.964259220248268	0.827941081592787	0.855368383275839	1.772805104268	2.1203667945671	0.891016278971933	1.2431431569964	1.55724436307793	1.81621621835998	0.461934194743548	0.783500082397703	1.42966084166596
FAM81B	0.010441422371864	0.140887833873193	0.0682960354255207	0.47186652857922	0.0370768223471802	0.0122526369328313	0.0773749266137121	0.0621406372726936	0.0774206898987723	0.0169297030881198	1.13113680346084	0.109700094803439	0.0839321875647188
UTS2	0.00593468177002626	0.000309818572621538	0.00051741895960935	0.00155272742587691	0.00571334094555292	0.00308597119621965	0.000447425129822061	0.00249232149158824	0.00153540597838902	0.00225455942059771	0.000831668852917334	-0.000570823399275728	0.00357718283041358
FOXG1	0.272119355196759	0.222593570877967	0.226385724939794	0.0631332931599796	0.241423726067112	0.295101853150295	0.144810886471013	0.290101419843549	0.141051738505196	0.318459889710731	0.0329021461391515	0.0709492938490626	0.143198766236856
DNAAF1	0.0256542234519958	0.0427467481817234	0.0153528447047336	0.118142752506256	0.0349800853284165	0.016518993644816	0.0263575061063973	0.0127622539758577	0.0212739293895327	0.00512103419706257	0.390642212715017	0.028282084275482	0.00986976304637027
CDO1	0.678233693849473	1.09936051080288	0.805788154194591	1.06535168493213	0.626341172663787	0.701014483247714	0.797290634379223	0.705020712428557	0.778489262031603	0.655358238972722	1.10603191148191	0.698104314375898	0.46638632533194
C3	0.00087846062547096	0.0055481642974671	0.00408331624680528	0.00406006001469744	0.0150684892397192	0.00109089353291341	0.00659460496000643	0.00780100585198283	0.00539508223834416	0.0028962499227025	-7.98022558173966e-05	0.128533556131431	0.00905322232393228
PSAT1	0.999809936141069	1.54081930820067	1.72784966895078	0.795546039622367	0.887783348145268	0.902222101748136	1.60113257682791	1.10210652171919	1.14905176834732	0.885735832621243	0.454500801526805	1.18392765646918	0.833085051375508
IRX3	0.14628969805598	0.212910371509651	0.20250777475944	0.0850285457590606	0.115697689690435	0.118816673330426	0.220333994377418	0.230752193960889	0.194306647511754	0.178586690363303	0.0294076642421764	0.283059335747543	0.309409298264782
SCD	0.404460480573178	0.777240746291772	0.49678960475295	0.680123052154961	0.993701047751701	0.29481617305898	0.943762331786963	0.439630444517088	0.550793070845205	0.406173343016878	0.595887595240148	0.627822579936364	0.577879406246789
CLIC1	0.450521386222703	1.38283028885373	1.30760305455436	1.24290958322354	0.707231567068979	0.511468570134653	1.21968113422078	1.0717071460813	0.840869538484989	0.809595693069721	1.23862690574445	1.38573234600739	0.835941108684331
RAB3A	1.66565693490766	0.334446352504658	0.302579625205002	0.297929588734974	1.37593286614709	1.58115904653559	0.591564425390572	0.566120700427059	0.981083838711009	1.06262121490754	0.218048175661661	0.364220165574219	0.903596686016669
ACAT2	0.634566119531588	0.577723380055482	0.649897810205574	0.476634024834799	0.851049726919681	0.595428444103597	0.471541630098979	0.559519948291141	0.55921336675849	0.642070128666283	0.295900618034638	0.493972001072125	0.43500904437192
CASC5	0.0116175842781739	0.0205354518272439	0.355982556081576	0.0183798453536989	0.0112057342683988	0.0218899275732555	0.0192531791446826	0.0525786584220921	0.0388607430195886	0.00683548068478754	0.0359321306399922	0.0450061401100302	-0.00826346060012378
PLP1	0.175135648559529	1.02717747651723	0.613938789737102	0.299151794907876	0.12539443016198	0.223376636465481	0.597839465535646	0.691841546223615	0.44293725469694	0.412452066963259	0.126512288672236	0.407673477269941	0.243171828257456
FBLN1	0.309379221088613	0.325413277555241	0.700213507959731	0.497527370483736	0.209952538514134	0.365001710232356	0.211003418848004	0.49771655621355	0.390675697234629	0.618263861312495	1.09825781752048	0.826102986036125	0.329546361467986
EMP1	0.0123734252037346	0.1156400436446	0.0909328441925135	0.0674893429218045	0.0143940453300539	0.0111994184850695	0.0978772770929632	0.0306845236935284	0.13910720252407	0.0133670007537946	0.0426951749765015	0.500722342987436	0.195708652830877
TCTEX1D4	0.00135324640091613	0.0105306804789149	0.00498059080929164	0.0706374193699843	0.00466920040318181	0.00200712220102569	0.00769721477144443	0.00405088233681143	0.00579286874586983	0.0021072575777398	0.289933174729993	0.0109668833389636	0.00499453033870802
PTX3	0.132497372670759	0.172982665982477	0.239446751630811	0.0775069805383596	0.0719711959151445	0.116438994879539	0.153040550180441	0.0785608921067903	0.130859212016323	0.11323407385981	0.0427489962723196	0.278685877081166	0.0777064125438927
RESP18	0.0124086605865597	0.000714106291061258	0.000698698749417787	0.000313347505865737	0.021689956638233	0.00282669428510486	0.00165749129094011	-0.000712172222624252	0.0027325136251261	0.00399962529714026	0.00276765840811796	-0.000145268130057852	0.010667668168975
